applications,reason,Loan_Amount,FICO_SCORE,fico_score_group,Employment_Status,Employment_Sector,Monthly_Gross_Income,Monthly_Housing_Payment,Ever_Bankrupt_or_Foreclose,Lender,Approved
1,5,80000,615,2,3,9,13264,2178,0,1,0
1,1,80000,635,2,3,8,4821,2241,0,1,0
1,2,20000,586,2,2,10,2178,1946,0,1,0
1,2,30000,689,3,3,6,8393,2097,0,2,0
1,1,20000,593,2,3,8,5583,1859,0,2,0
1,4,40000,742,4,2,8,6907,977,1,2,0
1,3,20000,725,3,3,4,3850,1851,0,1,0
1,4,40000,725,3,3,5,4001,1346,0,1,0
1,4,70000,719,3,3,5,9265,2381,0,1,0
1,1,40000,571,1,2,0,3128,1892,0,3,0
1,6,30000,737,3,3,5,7124,381,0,1,1
1,1,50000,625,2,3,4,9880,2673,0,1,0
1,3,20000,689,3,3,0,18536,2302,0,1,1
1,4,60000,657,2,3,1,5639,1088,0,2,0
1,6,50000,594,2,3,8,6662,2575,0,1,0
1,1,80000,740,3,3,8,14594,2671,0,2,0
1,6,50000,482,1,3,8,3389,1965,0,1,0
1,2,70000,512,1,3,5,9034,2924,0,2,0
1,1,30000,648,2,3,5,4533,1321,0,1,0
1,3,50000,660,2,3,8,5352,323,0,1,1
1,5,90000,754,4,3,10,19997,2532,0,1,1
1,2,30000,552,1,3,5,5815,1322,0,2,0
1,1,30000,626,2,3,9,10537,2088,0,1,0
1,3,5000,699,3,3,6,4999,1850,0,1,1
1,5,100000,850,5,3,8,11483,2314,0,2,1
1,1,60000,494,1,3,0,3281,2672,0,2,0
1,4,10000,673,3,3,4,7689,2252,0,2,1
1,2,30000,565,1,3,8,9203,2044,0,2,0
1,1,50000,721,3,3,10,6745,1780,0,1,0
1,5,10000,695,3,2,5,2546,674,0,1,0
1,1,40000,465,1,2,10,4249,799,0,1,0
1,5,20000,571,1,3,2,4222,966,0,1,0
1,5,10000,692,3,3,5,8615,2066,0,1,0
1,1,20000,771,4,3,4,7152,2097,0,1,0
1,6,20000,723,3,3,10,7242,1891,0,1,0
1,1,40000,719,3,3,8,4579,2043,0,2,0
1,3,80000,569,1,3,8,8623,1471,0,1,0
1,3,20000,408,1,2,10,5498,2306,0,1,0
1,2,60000,563,1,1,12,2373,1839,0,3,0
1,5,30000,803,5,3,11,8194,1604,0,1,0
1,6,20000,592,2,3,4,5267,1137,0,1,0
1,5,20000,708,3,3,10,7853,2045,0,1,0
1,3,20000,557,1,3,5,9719,2363,0,2,0
1,1,40000,795,4,3,8,8337,574,0,3,0
1,2,20000,554,1,2,8,6157,928,0,1,0
1,4,20000,711,3,3,5,11911,2497,0,1,1
1,3,90000,640,2,3,10,6180,1458,0,1,0
1,4,60000,680,3,3,9,7374,1645,0,1,1
1,3,10000,555,1,3,2,5758,2619,0,2,0
1,5,30000,656,2,3,8,6118,1793,0,2,0
1,6,20000,698,3,3,8,7446,1943,0,1,0
1,5,70000,627,2,3,2,3351,2416,0,2,0
1,2,30000,716,3,3,8,8184,1858,0,2,0
1,2,40000,580,1,3,9,3716,2700,0,2,0
1,4,70000,799,4,3,6,13484,2928,0,3,1
1,3,60000,765,4,3,11,10407,526,0,1,0
1,1,20000,463,1,3,2,3446,2401,0,2,0
1,3,40000,632,2,3,6,5792,2138,0,1,0
1,1,50000,703,3,3,6,8774,2402,0,3,1
1,4,80000,799,4,2,8,3616,565,0,3,0
1,1,30000,656,2,3,9,6434,1275,0,3,0
1,6,80000,636,2,3,8,5029,1828,0,2,0
1,1,20000,723,3,3,11,14625,2186,0,1,1
1,1,10000,649,2,3,1,4218,1719,0,2,0
1,3,80000,621,2,2,8,3265,1309,0,1,0
1,4,60000,600,2,3,7,5137,1148,0,3,0
1,5,60000,625,2,3,11,4497,1593,0,1,0
1,3,60000,591,2,3,5,7276,2085,0,1,0
1,3,90000,708,3,2,4,2153,1996,0,3,0
1,6,30000,659,2,3,7,5268,450,0,1,0
1,3,10000,578,1,3,9,5241,2550,0,1,0
1,5,80000,715,3,3,7,7416,2127,0,1,0
1,5,20000,577,1,3,11,4128,653,0,2,0
1,1,30000,638,2,3,9,12807,2247,0,1,0
1,4,20000,562,1,1,12,2204,1374,0,3,0
1,3,50000,630,2,3,10,9154,1990,0,3,0
1,5,10000,543,1,3,9,4263,1863,0,2,0
1,1,90000,633,2,3,7,8610,2979,0,1,0
1,1,60000,565,1,2,6,2832,1433,0,2,0
1,3,90000,687,3,3,0,6403,1441,0,2,0
1,3,10000,614,2,2,6,2996,2056,0,1,0
1,2,10000,633,2,3,8,5484,1834,0,3,0
1,5,100000,648,2,3,7,3551,546,0,3,0
1,6,20000,688,3,3,3,8456,530,0,1,0
1,2,90000,649,2,3,4,4420,691,0,1,0
1,4,20000,571,1,3,10,12222,2804,0,2,0
1,1,30000,728,3,3,7,4775,1301,0,1,0
1,5,30000,473,1,3,8,3273,2029,0,2,0
1,6,40000,644,2,3,7,4287,2416,0,1,0
1,3,100000,686,3,2,6,2559,1021,0,1,0
1,4,60000,821,5,2,0,2332,926,0,2,0
1,4,90000,729,3,3,8,11440,679,0,1,1
1,4,80000,734,3,3,6,8614,1352,0,1,0
1,3,80000,672,3,3,5,13008,2230,0,2,0
1,2,60000,792,4,3,4,16280,1133,0,1,0
1,2,20000,629,2,3,8,14329,2260,0,1,1
1,5,60000,674,3,3,6,2925,2170,1,2,0
1,2,50000,505,1,2,10,4663,1721,0,1,0
1,3,100000,553,1,3,1,4089,1682,0,2,0
1,3,10000,648,2,2,9,2656,542,1,3,0
1,2,20000,717,3,2,6,2652,420,0,3,1
1,2,30000,556,1,3,1,5211,802,0,2,0
1,1,20000,717,3,3,6,4627,2037,0,2,0
1,5,90000,505,1,3,8,14306,534,1,3,0
1,1,70000,397,1,1,12,5307,1228,0,2,0
1,2,5000,650,2,3,1,4552,784,0,1,0
1,5,10000,728,3,3,8,10504,2211,0,1,0
1,2,40000,658,2,1,12,2519,1390,0,3,0
1,3,90000,501,1,3,6,5980,1846,0,1,0
1,1,20000,526,1,2,2,2533,1048,0,2,0
1,5,80000,586,2,3,9,3455,1255,0,1,0
1,5,50000,561,1,3,4,4195,1570,0,1,0
1,3,30000,643,2,1,12,2655,1158,0,3,0
1,5,20000,641,2,2,4,2709,1843,0,1,0
1,2,10000,645,2,3,10,7467,1579,0,2,0
1,1,20000,679,3,3,8,2896,1946,0,2,0
1,3,20000,657,2,2,10,2304,1947,0,3,0
1,2,90000,677,3,3,8,7475,1931,0,3,0
1,2,10000,718,3,3,5,8760,1309,0,2,0
1,5,60000,629,2,3,10,3479,1615,0,1,0
1,3,60000,785,4,3,11,9374,1469,0,2,0
1,1,40000,629,2,3,4,6825,1103,0,1,0
1,3,30000,567,1,3,7,4191,899,0,2,0
1,3,50000,570,1,3,5,7733,1322,0,1,0
1,3,30000,637,2,3,2,6708,1210,0,1,1
1,3,60000,663,2,3,8,4299,2018,0,2,0
1,3,50000,716,3,1,12,2833,1332,0,2,0
1,1,30000,511,1,3,2,3484,786,0,1,0
1,6,30000,648,2,1,0,2526,1519,0,3,0
1,5,80000,629,2,3,10,7274,1212,0,3,0
1,3,80000,600,2,3,11,5828,1854,0,1,0
1,2,100000,678,3,1,12,3150,1859,0,3,0
1,3,30000,611,2,2,0,2585,1786,0,1,0
1,5,40000,719,3,2,9,3368,1933,0,3,0
1,3,10000,648,2,3,6,7032,1966,0,1,0
1,4,40000,352,1,3,8,4168,2937,0,3,0
1,2,90000,486,1,3,0,7188,1805,0,3,0
1,3,10000,568,1,3,0,3885,1069,0,1,0
1,3,30000,806,5,3,2,8812,1410,0,1,1
1,5,60000,656,2,3,6,4782,639,0,1,0
1,5,90000,722,3,3,7,8203,1701,0,1,0
1,2,100000,627,2,1,12,3219,1693,0,3,0
1,4,20000,592,2,3,5,8550,1516,0,2,0
1,1,20000,653,2,3,0,5451,865,0,1,0
1,2,20000,525,1,3,9,5780,1932,0,1,0
1,5,60000,738,3,3,2,5420,987,0,3,1
1,3,20000,594,2,3,8,4781,1751,0,1,0
1,3,40000,525,1,1,12,3897,919,0,2,0
1,6,30000,698,3,3,3,10325,2791,0,1,1
1,3,40000,702,3,3,9,6424,2308,0,2,1
1,2,20000,548,1,3,4,4936,2517,0,1,0
1,4,40000,563,1,3,6,6199,2130,0,1,0
1,3,80000,708,3,3,10,6706,1624,0,1,0
1,2,30000,682,3,3,5,8172,2939,0,2,0
1,5,60000,819,5,3,8,14333,1235,0,1,1
1,1,60000,747,4,3,2,6550,1897,0,1,0
1,1,40000,591,2,3,8,3123,1703,0,1,0
1,3,80000,559,1,3,0,3985,1938,0,3,0
1,1,50000,692,3,3,1,7177,1387,0,3,0
1,1,80000,527,1,3,10,4954,2039,0,2,0
1,1,90000,714,3,3,8,5666,2463,0,2,0
1,1,80000,464,1,3,7,3445,1631,0,1,0
1,6,50000,562,1,1,0,2065,1262,0,3,0
1,4,20000,632,2,2,1,2349,1100,0,2,0
1,6,80000,561,1,3,1,4216,1924,0,2,0
1,3,90000,583,2,3,10,6295,979,0,1,0
1,6,20000,646,2,3,4,10201,1945,0,1,0
1,3,40000,734,3,3,10,10132,1141,0,1,0
1,3,90000,562,1,3,1,3726,924,0,1,0
1,1,80000,559,1,3,8,6191,2075,0,1,0
1,3,30000,735,3,3,8,11968,1822,0,2,0
1,1,70000,535,1,3,8,5419,2328,0,1,0
1,3,40000,614,2,3,0,4729,2017,0,1,0
1,1,80000,579,1,3,9,7522,1156,1,3,0
1,3,10000,655,2,3,6,5623,994,0,2,0
1,1,20000,503,1,3,8,2649,2007,0,1,0
1,2,40000,544,1,3,5,5892,2146,0,1,0
1,5,90000,664,2,3,8,9320,2156,0,2,0
1,6,90000,587,2,3,4,11765,2186,0,2,0
1,5,70000,709,3,3,10,9681,2023,0,1,0
1,3,70000,696,3,3,10,7704,2683,0,2,1
1,2,100000,496,1,2,9,2431,1038,0,3,0
1,2,90000,588,2,3,11,3567,399,0,3,0
1,3,30000,723,3,3,1,5401,1975,0,1,0
1,5,30000,695,3,3,8,8345,1530,0,1,0
1,4,40000,673,3,3,2,8616,1558,0,2,0
1,5,70000,677,3,3,11,14882,2484,0,1,1
1,4,30000,581,2,2,2,2777,1467,1,1,0
1,3,30000,593,2,3,6,13960,2398,0,2,0
1,4,80000,685,3,2,2,2929,809,0,3,0
1,5,70000,557,1,3,0,8112,1817,0,1,0
1,2,20000,627,2,2,1,2198,747,0,2,0
1,1,90000,475,1,3,4,2723,2134,0,2,0
1,3,30000,554,1,2,0,3508,1215,0,1,0
1,3,40000,543,1,3,8,8182,1779,0,1,0
1,6,40000,590,2,1,0,2680,1329,0,3,0
1,3,30000,467,1,3,2,4218,993,0,1,0
1,3,20000,604,2,1,12,2220,1672,0,3,0
1,1,50000,452,1,3,10,2798,1594,0,2,0
1,3,50000,769,4,3,9,10511,2712,0,2,0
1,4,10000,653,2,3,4,5989,754,0,3,1
1,2,90000,661,2,3,8,5164,863,0,1,0
1,5,30000,648,2,3,8,2719,1511,0,1,0
1,2,30000,711,3,3,7,10342,2423,0,2,0
1,3,50000,677,3,3,2,7435,1910,0,1,0
1,4,80000,711,3,3,8,3971,1869,0,1,0
1,3,20000,604,2,3,7,4857,1666,0,2,0
1,5,40000,719,3,3,1,8615,2061,0,2,1
1,3,10000,607,2,3,5,4330,1288,0,1,0
1,3,40000,571,1,3,10,4904,1299,0,2,0
1,2,40000,669,3,1,12,6073,1679,0,2,0
1,1,30000,720,3,3,2,3845,2330,0,1,0
1,2,10000,739,3,2,0,2397,1673,0,1,0
1,1,80000,627,2,3,8,11106,2490,0,3,0
1,2,20000,559,1,3,6,14701,1391,0,1,0
1,3,30000,693,3,2,8,2577,451,0,3,0
1,4,20000,634,2,2,1,2732,1314,0,1,0
1,2,80000,470,1,3,8,2797,1205,0,2,0
1,5,10000,647,2,3,2,8330,923,0,1,1
1,4,30000,684,3,3,8,8594,909,0,2,0
1,3,80000,694,3,3,6,3862,1209,0,1,0
1,6,90000,692,3,3,6,7235,948,1,2,0
1,3,80000,667,3,3,1,9797,1751,0,2,0
1,2,30000,637,2,3,6,8109,419,0,3,0
1,3,90000,641,2,3,6,5886,1148,0,2,1
1,6,30000,599,2,3,8,5161,745,0,3,0
1,4,30000,534,1,3,10,4097,2394,0,1,0
1,1,30000,692,3,3,0,6567,2073,0,1,0
1,4,70000,695,3,3,8,4896,2050,0,1,0
1,5,60000,588,2,2,7,2255,2348,0,1,0
1,3,10000,679,3,2,7,2939,880,0,3,0
1,6,50000,680,3,3,11,7689,1545,0,1,0
1,1,30000,570,1,1,12,2730,1125,0,3,0
1,3,10000,468,1,3,8,2904,628,0,2,0
1,4,80000,644,2,2,0,2839,1357,0,1,0
1,3,20000,647,2,3,5,5552,1402,0,3,1
1,3,70000,573,1,3,8,7386,1942,0,2,0
1,5,30000,435,1,2,1,2711,632,0,1,0
1,3,20000,590,2,3,5,5225,435,0,2,0
1,2,10000,613,2,3,8,5711,2429,0,2,0
1,2,100000,567,1,3,7,3612,1556,0,1,0
1,3,10000,672,3,3,10,9959,1897,0,1,0
1,5,30000,568,1,3,0,3910,1880,0,2,0
1,1,50000,733,3,3,9,10230,1026,0,2,0
1,6,40000,685,3,2,10,2037,492,0,2,0
1,4,70000,678,3,2,4,5000,1289,0,2,0
1,3,50000,557,1,3,0,12161,2322,0,1,0
1,2,80000,585,2,3,2,8877,1951,0,3,0
1,6,30000,669,2,2,8,2344,1507,0,1,0
1,3,30000,698,3,3,8,4550,1985,0,1,0
1,2,100000,606,2,2,0,2145,1493,0,2,0
1,1,90000,640,2,3,2,4840,669,0,3,0
1,2,100000,701,3,2,8,2516,946,0,3,0
1,2,60000,660,2,2,6,2634,1347,0,2,0
1,4,70000,718,3,3,5,7218,1214,0,1,0
1,5,80000,505,1,3,8,2796,2579,0,1,0
1,4,60000,594,2,3,6,6928,1848,0,1,0
1,3,40000,676,3,3,2,7321,848,0,3,1
1,3,30000,663,2,2,10,2685,1085,0,2,0
1,4,50000,470,1,3,7,3713,1890,0,1,0
1,3,20000,669,2,2,11,2321,1064,0,1,1
1,3,90000,587,2,3,8,5772,1308,0,2,0
1,4,20000,707,3,3,0,8586,1612,0,1,0
1,2,100000,690,3,3,8,14084,2988,0,2,0
1,2,80000,446,1,3,2,2737,652,0,1,0
1,4,20000,697,3,3,8,9792,3137,0,2,0
1,3,10000,722,3,3,8,9535,2472,0,2,0
1,1,60000,697,3,3,8,4350,1900,0,1,1
1,5,40000,497,1,3,4,4363,1527,0,1,0
1,4,40000,556,1,3,1,4420,2146,0,1,0
1,4,10000,797,4,3,2,8828,518,0,2,1
1,4,20000,660,2,2,5,3486,377,0,1,0
1,2,10000,686,3,3,5,9553,2052,0,2,0
1,4,80000,710,3,3,8,5960,1189,0,3,0
1,5,10000,657,2,3,0,5405,2371,0,1,0
1,3,10000,712,3,2,8,4501,1004,0,3,1
1,3,30000,738,3,2,6,2819,813,0,1,0
1,3,80000,582,2,2,1,2021,1008,0,3,0
1,2,10000,476,1,3,2,3115,597,0,1,1
1,3,90000,672,3,3,2,7061,1963,0,1,0
1,3,10000,578,1,1,12,4079,1141,0,2,0
1,2,10000,628,2,3,6,6513,772,0,1,0
1,3,20000,640,2,3,10,4626,2094,0,2,0
1,4,80000,678,3,3,1,4225,1932,0,1,0
1,1,30000,661,2,3,6,10060,2280,0,1,0
1,5,10000,688,3,3,8,6916,1591,0,1,0
1,4,30000,712,3,3,6,4691,1274,0,1,0
1,3,10000,747,4,3,8,13435,812,0,1,1
1,3,100000,730,3,3,6,9176,1759,0,1,1
1,3,30000,484,1,3,4,2948,1333,0,2,0
1,2,40000,629,2,3,9,4198,691,0,2,0
1,3,90000,689,3,3,8,4358,1690,0,1,0
1,3,70000,670,2,3,8,5050,3251,0,3,0
1,3,100000,694,3,2,4,3473,852,0,1,0
1,1,40000,729,3,3,10,5706,2254,0,2,0
1,1,70000,682,3,3,9,5095,2056,0,2,1
1,3,30000,598,2,1,12,2067,1839,1,1,0
1,1,20000,767,4,3,6,4993,2303,0,1,0
1,5,60000,729,3,3,10,10932,1578,0,2,1
1,1,5000,615,2,3,5,6404,2165,0,1,0
1,1,90000,841,5,3,8,10563,826,0,1,0
1,2,40000,725,3,2,1,2441,877,0,1,0
1,1,90000,554,1,3,6,10458,2280,0,1,0
1,3,40000,615,2,3,6,8469,1934,0,1,0
1,3,60000,654,2,3,8,4951,1559,0,3,0
1,6,100000,665,2,2,8,2999,1287,0,1,0
1,1,20000,516,1,2,8,2272,360,0,1,0
1,6,10000,609,2,3,7,7863,2306,0,1,0
1,1,90000,771,4,2,9,3272,2925,0,1,0
1,5,90000,554,1,3,5,10352,1699,0,1,0
1,3,70000,545,1,3,7,4354,1918,0,1,0
1,3,70000,503,1,1,12,5305,1480,0,2,0
1,3,10000,633,2,3,6,4559,1594,0,1,0
1,4,90000,605,2,3,5,3796,922,0,3,0
1,4,30000,740,3,2,10,3949,2803,0,3,0
1,6,20000,670,2,3,11,9640,1869,0,2,0
1,5,90000,626,2,3,10,7143,2167,0,2,0
1,3,10000,556,1,3,5,5136,1401,0,1,0
1,5,20000,562,1,3,4,8988,2251,0,2,0
1,5,50000,590,2,3,8,5712,1422,0,1,0
1,4,20000,716,3,3,6,7352,1595,0,1,0
1,2,60000,586,2,3,8,4888,1652,0,1,0
1,2,50000,645,2,3,10,7706,2093,1,1,0
1,2,80000,722,3,3,10,7993,1903,0,1,0
1,4,20000,564,1,3,4,5243,1280,0,2,0
1,4,60000,596,2,3,10,4617,1558,0,1,0
1,2,30000,720,3,3,11,9493,3276,0,2,0
1,3,30000,634,2,3,6,4252,472,0,3,0
1,3,30000,849,5,3,6,9025,1288,0,1,0
1,6,70000,452,1,3,5,4663,1196,0,1,0
1,3,50000,744,4,3,5,5740,1578,0,1,0
1,1,60000,553,1,3,2,4066,1762,0,2,0
1,2,10000,612,2,2,10,2689,716,0,2,0
1,3,10000,614,2,2,6,2866,742,0,1,0
1,6,80000,572,1,3,8,4722,3048,0,1,0
1,3,20000,559,1,3,8,10016,1661,0,1,0
1,2,90000,744,4,3,1,8730,851,0,2,0
1,2,30000,553,1,3,6,3737,1911,0,2,0
1,1,10000,706,3,3,11,5242,2580,0,2,0
1,5,20000,722,3,3,9,7142,2679,0,2,0
1,6,30000,725,3,3,3,10500,1763,0,2,0
1,1,10000,600,2,3,11,11026,2170,0,1,1
1,1,30000,391,1,3,8,4214,1890,0,1,0
1,2,10000,550,1,1,12,4482,1176,0,3,0
1,6,60000,600,2,3,1,10478,2523,0,2,0
1,3,30000,598,2,3,9,5471,1707,0,1,0
1,5,30000,521,1,3,7,8610,1866,0,1,0
1,6,30000,698,3,3,3,6136,2356,0,2,0
1,3,50000,709,3,3,6,7880,1397,0,2,1
1,5,60000,715,3,2,8,3292,569,0,1,0
1,1,20000,605,2,3,8,6439,687,0,3,0
1,3,30000,680,3,3,11,8939,1459,0,2,0
1,3,60000,540,1,2,6,4147,2057,1,2,0
1,5,100000,556,1,3,0,5289,2234,0,2,0
1,3,30000,700,3,3,9,5255,1675,0,1,0
1,3,70000,561,1,3,6,3973,1483,0,3,0
1,4,30000,729,3,1,12,3003,1713,0,1,1
1,3,80000,653,2,1,12,2715,1658,0,3,0
1,1,20000,455,1,2,8,3873,2018,0,1,0
1,3,100000,606,2,2,11,2673,2434,0,1,0
1,2,30000,501,1,3,2,3621,1387,0,2,0
1,3,60000,845,5,3,7,10860,357,0,1,0
1,2,10000,611,2,3,7,3808,1644,0,1,0
1,3,30000,648,2,3,10,6571,1944,0,2,0
1,3,30000,616,2,3,7,5898,648,0,1,0
1,4,20000,664,2,3,4,4806,1528,0,3,0
1,2,70000,617,2,3,0,5552,2067,0,2,0
1,6,10000,514,1,2,9,5911,1044,0,2,0
1,2,70000,709,3,2,0,2557,665,0,1,0
1,4,80000,356,1,2,6,5918,2053,0,1,0
1,1,40000,701,3,3,2,5388,1902,0,1,0
1,3,40000,605,2,3,10,7889,1665,0,1,0
1,3,90000,788,4,2,7,2911,1466,0,2,0
1,1,30000,674,3,3,8,8111,1812,0,2,0
1,1,100000,584,2,1,12,2540,1661,0,3,0
1,3,40000,720,3,3,7,10123,2169,0,1,0
1,5,70000,685,3,3,2,6105,1429,1,1,0
1,3,80000,561,1,3,2,3903,1242,0,2,0
1,5,20000,557,1,3,0,4595,2960,0,1,0
1,5,100000,610,2,3,6,5111,441,0,1,0
1,2,70000,410,1,3,9,2924,2011,0,1,0
1,3,20000,688,3,3,8,5805,2917,0,2,0
1,2,40000,703,3,3,5,4849,1964,0,1,0
1,6,100000,536,1,3,4,10775,916,0,3,0
1,6,10000,633,2,3,5,6121,2158,0,1,0
1,2,10000,710,3,3,6,8101,1658,0,2,0
1,3,60000,692,3,3,10,8555,1350,0,1,1
1,3,40000,616,2,3,8,6685,1862,0,1,0
1,1,40000,675,3,3,6,11831,2634,0,2,1
1,6,40000,574,1,3,4,4486,1958,0,1,0
1,6,60000,696,3,3,8,4691,1982,0,1,0
1,1,40000,560,1,3,6,4577,2319,0,3,0
1,3,10000,687,3,1,12,2863,1703,1,3,0
1,3,40000,557,1,3,6,5967,1996,0,1,0
1,2,20000,670,2,3,4,4463,2974,0,2,0
1,3,40000,490,1,3,8,2792,1451,0,1,0
1,5,30000,600,2,3,9,6928,2542,0,1,0
1,5,40000,765,4,3,6,13886,2568,0,1,0
1,3,10000,690,3,3,5,5332,1332,0,1,1
1,1,5000,554,1,2,6,6629,2355,0,1,0
1,1,30000,724,3,3,6,7552,594,0,1,0
1,3,20000,396,1,3,6,3895,2016,0,2,0
1,4,80000,547,1,3,8,5914,1815,0,1,0
1,4,30000,620,2,3,8,4750,2250,0,2,0
1,3,40000,573,1,3,6,13011,745,0,3,0
1,1,40000,647,2,3,8,12180,2117,0,1,0
1,1,40000,624,2,3,4,7951,1359,0,1,1
1,6,30000,700,3,2,8,3409,1592,0,1,0
1,3,20000,735,3,3,5,14785,1444,0,1,1
1,3,30000,625,2,3,7,8425,2520,0,2,0
1,3,5000,761,4,3,8,9019,1199,0,1,0
1,1,30000,630,2,3,8,5161,678,0,2,0
1,3,70000,704,3,3,11,10492,639,0,1,0
1,3,30000,611,2,3,10,2536,2396,1,1,0
1,3,30000,516,1,3,8,3687,1628,0,2,0
1,4,10000,547,1,1,12,3588,2066,0,3,0
1,1,80000,728,3,3,5,2600,2292,0,2,0
1,3,90000,622,2,3,9,5482,1456,0,3,1
1,4,20000,685,3,1,12,2901,1201,1,1,0
1,1,30000,709,3,1,12,4888,529,0,3,1
1,3,30000,670,2,3,10,4447,1877,0,2,0
1,6,70000,663,3,3,4,5622,2448,0,2,0
1,5,10000,638,2,3,11,4180,803,0,3,0
1,5,40000,683,3,3,4,8769,2087,0,1,0
1,4,90000,554,1,3,6,8851,1905,0,1,0
1,1,70000,708,3,3,4,5592,2082,0,3,0
1,4,40000,542,1,3,8,12748,2051,0,1,0
1,1,20000,616,2,2,8,2941,1935,0,1,0
1,4,100000,626,2,3,5,5378,1484,0,3,1
1,5,90000,604,2,3,7,4245,2177,0,2,0
1,4,90000,495,1,3,4,2820,660,0,1,0
1,4,80000,699,3,3,8,6020,1237,0,1,1
1,1,30000,613,2,3,4,5138,931,0,3,0
1,4,30000,646,2,3,2,9154,2123,0,2,0
1,3,10000,608,2,3,6,4279,858,0,1,1
1,2,10000,550,1,3,6,5943,1413,0,1,0
1,3,90000,783,4,3,2,4270,1992,0,1,0
1,3,20000,612,2,3,8,10550,2156,0,1,0
1,3,70000,726,3,3,5,10399,2156,0,1,0
1,1,50000,665,2,2,6,3066,1259,0,1,0
1,3,10000,673,3,3,5,7657,1877,0,1,0
1,1,30000,555,1,3,2,5875,2763,0,1,0
1,6,50000,458,1,1,0,6793,1459,0,3,0
1,3,5000,696,3,3,1,4525,2150,0,1,1
1,1,30000,708,3,3,10,13824,2455,0,1,0
1,3,70000,488,1,3,11,4838,542,0,1,0
1,6,30000,512,1,3,5,3379,1992,0,3,0
1,3,40000,557,1,3,2,4824,1283,0,1,0
1,5,80000,602,2,3,10,5931,825,0,3,0
1,5,80000,577,1,3,11,4013,476,0,1,0
1,6,100000,604,2,3,5,3149,1522,0,1,0
1,1,50000,695,3,3,8,9801,822,0,2,0
1,4,90000,647,2,1,12,2302,1829,0,1,0
1,5,80000,352,1,3,0,2585,2412,0,2,0
1,4,30000,588,2,3,8,12422,2194,0,2,0
1,6,60000,682,3,3,4,8028,1922,0,2,0
1,6,10000,652,2,2,1,3474,1561,0,1,0
1,5,10000,512,1,2,10,3134,640,0,1,0
1,2,60000,706,3,3,0,8712,1026,0,3,0
1,3,30000,839,5,2,8,2759,1005,0,2,0
1,3,10000,694,3,1,12,2969,930,0,3,1
1,6,10000,674,3,3,9,6021,474,0,3,0
1,3,40000,627,2,3,7,7076,1255,0,1,0
1,6,70000,675,3,2,8,3870,2292,0,2,0
1,5,50000,580,1,1,12,2619,1956,0,3,0
1,5,70000,829,5,3,9,12736,1975,0,1,1
1,2,40000,648,2,2,8,3181,1108,0,1,0
1,3,10000,749,4,2,2,4835,966,0,2,0
1,3,30000,732,3,3,8,9768,2895,0,1,0
1,2,60000,631,2,3,6,4248,837,0,1,0
1,2,10000,713,3,3,7,5186,1513,0,1,0
1,3,50000,672,3,3,5,7486,1342,0,1,0
1,6,60000,719,3,3,5,7776,2048,0,2,0
1,1,10000,548,1,3,2,5913,1835,0,2,0
1,1,80000,610,2,3,4,5314,1999,0,2,0
1,1,40000,622,2,3,9,5163,2011,0,1,0
1,1,30000,455,1,3,9,2699,1274,0,1,0
1,6,40000,590,2,3,1,12629,2015,0,2,0
1,6,20000,615,2,3,6,10622,1972,0,1,1
1,3,70000,524,1,3,0,5928,2428,0,1,0
1,3,30000,601,2,3,0,3034,1791,0,1,0
1,3,20000,668,2,2,9,2557,592,0,3,0
1,2,40000,488,1,3,6,2700,1986,0,1,0
1,3,20000,663,2,3,9,6193,1648,0,2,0
1,3,60000,577,1,1,12,5292,1033,1,3,0
1,4,90000,804,5,2,7,3360,1439,0,3,1
1,1,90000,719,3,3,5,6302,1870,0,1,0
1,5,5000,631,2,3,6,10965,2007,0,2,0
1,3,10000,559,1,3,5,3809,2566,0,1,0
1,2,10000,552,1,3,6,4980,2377,0,1,0
1,3,30000,659,2,3,6,5546,1232,0,1,0
1,5,5000,600,2,3,5,5805,2592,0,1,0
1,6,20000,511,1,3,6,4185,1304,0,1,0
1,1,5000,697,3,3,5,10066,2569,0,1,0
1,1,100000,507,1,3,8,3325,2008,0,2,0
1,3,30000,465,1,3,8,3370,1314,0,3,0
1,4,30000,602,2,1,12,2347,466,0,1,1
1,2,10000,555,1,3,8,5858,1485,0,2,0
1,3,20000,567,1,3,4,5334,2122,0,2,0
1,2,5000,600,2,1,12,2821,808,0,2,0
1,6,100000,568,1,3,3,7693,1011,0,3,0
1,6,20000,688,3,3,7,6584,921,0,1,0
1,3,10000,605,2,3,4,8660,760,0,1,0
1,2,30000,596,2,3,10,5931,3114,0,2,0
1,2,5000,637,2,3,6,5353,2822,0,1,0
1,2,30000,667,2,2,6,2283,980,0,3,0
1,3,20000,792,4,1,12,3470,1719,0,3,1
1,2,20000,495,1,3,5,4860,1024,0,1,0
1,1,20000,509,1,3,2,4208,565,0,1,0
1,5,10000,582,2,3,5,4201,1744,0,1,0
1,2,60000,643,2,3,8,12853,2640,0,1,0
1,5,30000,664,2,3,8,4070,1958,0,2,0
1,4,20000,546,1,3,8,4940,1261,0,1,0
1,6,50000,558,1,3,10,3541,919,0,1,0
1,4,80000,665,2,3,11,5140,1852,0,1,0
1,1,30000,638,2,2,2,2410,1553,0,3,0
1,3,20000,541,1,3,2,5626,3025,0,1,0
1,6,10000,580,1,3,6,4864,2482,0,1,0
